graph_id,observer_id,size,is_whole,genuine_feedback,boundary_in_edges,boundary_out_edges,boundary_total_edges,boundary_in_nodes,boundary_targets,boundary_mi_bits,boundary_mi_norm,boundary_h_input_bits,live_boundary,vertices
16,0,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0 1 2 3
16,1,4,0,1,1,0,1,1,1,0.6022170014624826,0.3011085007312413,2.0,1,4 5 6 7
16,2,4,0,1,1,0,1,1,1,0.751614471810182,0.375807235905091,2.0,1,8 9 10 11
16,3,3,0,1,0,1,1,0,0,0.0,0.0,0.0,0,12 13 14
16,4,3,0,1,0,1,1,0,0,0.0,0.0,0.0,0,15 16 17
17,0,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0 1 2 3
17,1,3,0,1,4,0,4,3,2,1.2118578552173123,0.20197630920288537,6.0,1,15 16 17
17,2,4,0,1,2,2,4,2,2,0.8269803732778938,0.20674509331947344,4.0,1,8 9 10 11
17,3,4,0,1,0,1,1,0,0,0.0,0.0,0.0,0,4 5 6 7
17,4,3,0,1,0,3,3,0,0,0.0,0.0,0.0,0,12 13 14
18,0,4,0,1,4,0,4,4,3,1.3061616360737833,0.16327020450922292,8.0,1,8 9 10 11
18,1,4,0,1,1,2,3,1,1,0.5959754095806153,0.2979877047903077,2.0,1,0 1 2 3
18,2,4,0,1,0,1,1,0,0,0.0,0.0,0.0,0,4 5 6 7
18,3,3,0,1,1,0,1,1,1,0.3522170014624826,0.1761085007312413,2.0,1,12 13 14
18,4,3,0,1,0,3,3,0,0,0.0,0.0,0.0,0,15 16 17
19,0,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0 1 2 3
19,1,3,0,1,1,0,1,1,1,0.375,0.1875,2.0,1,15 16 17
19,2,3,0,1,1,1,2,1,1,0.24899922306228062,0.12449961153114031,2.0,1,12 13 14
19,3,4,0,1,0,1,1,0,0,0.0,0.0,0.0,0,4 5 6 7
19,4,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,8 9 10 11
20,0,4,0,1,4,0,4,4,2,1.1864765821081775,0.1483095727635222,8.0,1,4 5 6 7
20,1,4,0,1,1,1,2,1,1,0.08014146427328273,0.04007073213664136,2.0,1,0 1 2 3
20,2,3,0,1,1,3,4,1,1,0.5919171866886996,0.2959585933443498,2.0,1,12 13 14
20,3,4,0,1,0,1,1,0,0,0.0,0.0,0.0,0,8 9 10 11
20,4,3,0,1,0,1,1,0,0,0.0,0.0,0.0,0,15 16 17
21,0,4,0,1,2,0,2,1,2,0.4786487915427111,0.23932439577135556,2.0,1,0 1 2 3
21,1,3,0,1,1,0,1,1,1,0.9221804688852169,0.46109023444260844,2.0,1,15 16 17
21,2,4,0,1,3,3,6,3,2,0.9432102390741459,0.15720170651235765,6.0,1,8 9 10 11
21,3,4,0,1,0,2,2,0,0,0.0,0.0,0.0,0,4 5 6 7
21,4,3,0,1,0,1,1,0,0,0.0,0.0,0.0,0,12 13 14
22,0,3,0,1,2,0,2,2,2,0.8024212838293643,0.20060532095734107,4.0,1,15 16 17
22,1,4,0,1,0,1,1,0,0,0.0,0.0,0.0,0,0 1 2 3
22,2,4,0,1,2,0,2,1,2,1.221117633875557,0.6105588169377785,2.0,1,4 5 6 7
22,3,4,0,1,0,1,1,0,0,0.0,0.0,0.0,0,8 9 10 11
22,4,3,0,1,0,2,2,0,0,0.0,0.0,0.0,0,12 13 14
23,0,4,0,1,4,0,4,3,3,1.6812025649281939,0.2802004274880323,6.0,1,0 1 2 3
23,1,4,0,1,0,2,2,0,0,0.0,0.0,0.0,0,4 5 6 7
23,2,4,0,1,2,0,2,2,2,0.501614471810182,0.1254036179525455,4.0,1,8 9 10 11
23,3,3,0,1,0,2,2,0,0,0.0,0.0,0.0,0,12 13 14
23,4,3,0,1,0,2,2,0,0,0.0,0.0,0.0,0,15 16 17
24,0,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0 1 2 3
24,1,3,0,1,3,0,3,3,3,1.2595704424683856,0.20992840707806426,6.0,1,12 13 14
24,2,4,0,1,1,1,2,1,1,0.09026821358463222,0.04513410679231611,2.0,1,8 9 10 11
24,3,4,0,1,0,2,2,0,0,0.0,0.0,0.0,0,4 5 6 7
24,4,3,0,1,0,1,1,0,0,0.0,0.0,0.0,0,15 16 17
25,0,4,0,1,1,0,1,1,1,0.5140976555739165,0.25704882778695826,2.0,1,8 9 10 11
25,1,3,0,1,2,1,3,1,2,1.0126023531263941,0.5063011765631971,2.0,1,15 16 17
25,2,4,0,1,1,2,3,1,1,0.38285606369204883,0.19142803184602442,2.0,1,4 5 6 7
25,3,4,0,1,0,1,1,0,0,0.0,0.0,0.0,0,0 1 2 3
25,4,3,0,1,0,0,0,0,0,0.0,0.0,0.0,0,12 13 14
26,0,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0 1 2 3
26,1,3,0,1,2,0,2,2,2,0.6775927814955303,0.16939819537388257,4.0,1,15 16 17
26,2,4,0,1,0,1,1,0,0,0.0,0.0,0.0,0,4 5 6 7
26,3,3,0,1,1,0,1,1,1,0.875,0.4375,2.0,1,12 13 14
26,4,4,0,1,0,2,2,0,0,0.0,0.0,0.0,0,8 9 10 11
27,0,4,0,1,2,0,2,2,2,1.2899381000656307,0.3224845250164077,4.0,1,0 1 2 3
27,1,3,0,1,1,0,1,1,1,0.39678222159979804,0.19839111079989902,2.0,1,12 13 14
27,2,4,0,1,2,1,3,2,1,0.15853694019490217,0.03963423504872554,4.0,1,8 9 10 11
27,3,4,0,1,0,2,2,0,0,0.0,0.0,0.0,0,4 5 6 7
27,4,3,0,1,0,2,2,0,0,0.0,0.0,0.0,0,15 16 17
28,0,4,0,1,2,0,2,2,2,0.13121576655012568,0.03280394163753142,4.0,1,0 1 2 3
28,1,3,0,1,1,0,1,1,1,0.11905921485536375,0.059529607427681874,2.0,1,15 16 17
28,2,3,0,1,3,0,3,2,2,1.2801115189446657,0.3200278797361664,4.0,1,12 13 14
28,3,4,0,1,0,2,2,0,0,0.0,0.0,0.0,0,4 5 6 7
28,4,4,0,1,0,4,4,0,0,0.0,0.0,0.0,0,8 9 10 11
29,0,4,0,1,3,0,3,3,3,1.9824578164066313,0.3304096360677719,6.0,1,8 9 10 11
29,1,3,0,1,2,0,2,1,2,0.6686021588919653,0.33430107944598264,2.0,1,15 16 17
29,2,4,0,1,0,3,3,0,0,0.0,0.0,0.0,0,0 1 2 3
29,3,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,4 5 6 7
29,4,3,0,1,0,2,2,0,0,0.0,0.0,0.0,0,12 13 14
30,0,4,0,1,3,0,3,3,3,1.1218625297747984,0.18697708829579973,6.0,1,8 9 10 11
30,1,3,0,1,2,2,4,2,2,1.5243974703476981,0.38109936758692453,4.0,1,12 13 14
30,2,3,0,1,2,1,3,2,2,1.2578560636920484,0.3144640159230121,4.0,1,15 16 17
30,3,4,0,1,0,3,3,0,0,0.0,0.0,0.0,0,0 1 2 3
30,4,4,0,1,0,1,1,0,0,0.0,0.0,0.0,0,4 5 6 7
31,0,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0 1 2 3
31,1,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,4 5 6 7
31,2,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,8 9 10 11
31,3,3,0,1,0,0,0,0,0,0.0,0.0,0.0,0,12 13 14
31,4,3,0,1,0,0,0,0,0,0.0,0.0,0.0,0,15 16 17
32,0,4,0,1,3,0,3,2,2,1.0780438956981317,0.26951097392453294,4.0,1,8 9 10 11
32,1,3,0,1,2,0,2,2,1,0.19752840605265298,0.049382101513163246,4.0,1,15 16 17
32,2,4,0,1,4,3,7,3,2,1.1188502277346188,0.1864750379557698,6.0,1,0 1 2 3
32,3,4,0,1,0,2,2,0,0,0.0,0.0,0.0,0,4 5 6 7
32,4,3,0,1,0,4,4,0,0,0.0,0.0,0.0,0,12 13 14
33,0,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0 1 2 3
