q,rows,cols,n_links,n_plaquettes,rule_ensemble,mutation_rate,closed_scc,n_scc,link_schedule_consistency,flux_schedule_consistency,quotient_determinism_accuracy,quotient_determinism_exact,link_bit_entropy_bits,link_bit_entropy_norm,quotient_transition_mi_bits,quotient_transition_mi_norm,plaquette_flux_entropy_bits,initial_flux_entropy_bits,recurrent_flux_entropy_bits,recurrent_flux_fixed_fraction,mean_nontrivial_flux_fraction,partition_index,partition,quotient_score,closed_c2_quotient,recurrent_flux_nontrivial,closed_medium_candidate,search_mode,run,generation,candidate,seed,blind_fitness
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.116943359375,False,7.955520005653305,0.9944400007066632,4.058465726730679,0.5101446195656193,2.9990846261862867,2.998095186444734,2.9906008677886966,0.189453125,0.50732421875,2,0110,0.23981817592258264,False,True,False,null,-1,0,69,5017.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.114501953125,False,7.955545818591117,0.9944432273238897,4.022910679976087,0.5056737490688631,2.9994634866222527,2.998951337447416,2.9755276988556694,0.109375,0.500732421875,5,0011,0.23896432905852794,False,True,False,null,-1,0,70,5018.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.114501953125,False,7.957008721505938,0.9946260901882422,4.0445176325818935,0.5082962422361692,2.9985438852143256,2.998245831602457,2.984958560957166,0.1171875,0.5047607421875,5,0011,0.23900090163139845,False,True,False,null,-1,0,71,5019.0,
4,2,2,8,4,random,0.0,True,1,0.000244140625,0.000244140625,0.114013671875,False,7.957201218409202,0.9946501523011503,4.035498807732829,0.5071505290574521,2.999250658790098,2.9991716573882123,2.9950636992107564,0.1328125,0.4989013671875,5,0011,0.23894467889773005,False,True,False,null,-1,0,72,5020.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.116455078125,False,7.960907388624873,0.9951134235781092,4.041926404722506,0.5077218220749442,2.9987191697090325,2.9983601198846883,2.982897374376746,0.140625,0.5037841796875,5,0011,0.23978196205937186,False,True,False,null,-1,0,73,5021.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.117431640625,False,7.958329008866727,0.9947911261083409,4.061656680300873,0.5103655146420312,2.997929137521703,2.997711159830561,2.974463348875976,0.134765625,0.504150390625,5,0011,0.24005929944041818,False,True,False,null,-1,0,74,5022.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.11865234375,False,7.9536282816023105,0.9942035352002888,4.058041906005377,0.5102126680212239,2.998427736563687,2.9991513103343346,2.983569562400386,0.09765625,0.4981689453125,2,0110,0.24036902735255777,False,True,False,null,-1,0,75,5023.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.115478515625,False,7.958873199605637,0.9948591499507047,4.059523682677122,0.5100626157580035,2.9978593483880616,2.9985656505973974,2.987324843338444,0.111328125,0.4940185546875,2,0110,0.23938931045889095,False,True,False,null,-1,0,76,5024.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.11767578125,False,7.946016074651548,0.9932520093314435,4.036534266039368,0.5079947269319336,2.996588160682311,2.998238174535903,2.986919498946473,0.07421875,0.5030517578125,4,0101,0.2398369253037887,False,True,False,null,-1,0,77,5025.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.117431640625,False,7.955008274703906,0.9943760343379883,4.04950385890934,0.509050866959666,2.99849598557093,2.9998201246179512,2.976569298357298,0.09765625,0.499755859375,4,0101,0.23997628108634766,False,True,False,null,-1,0,78,5026.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.115234375,False,7.955636911292468,0.9944546139115585,4.04793147210761,0.5088129985371574,2.998068580158688,2.9987081217627107,2.985847597240652,0.115234375,0.499755859375,4,0101,0.2392229540323117,False,True,False,null,-1,0,79,5027.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.11865234375,False,7.952593747969522,0.9940742184961903,4.052974235757215,0.5096418054539793,2.99815504316439,2.998637460323086,2.9770937699133815,0.09765625,0.50634765625,2,0110,0.24034316401173808,False,True,False,null,-1,0,80,5028.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.119873046875,False,7.954430175953615,0.9943037719942018,4.066469935001791,0.5112207719535716,2.998248607131724,2.9976876728851387,2.9823551250232807,0.166015625,0.5062255859375,4,0101,0.24081632080509038,False,True,False,null,-1,0,81,5029.0,
