kB,kA,q,w,horizon,observer_init,n_rec_B,n_A_states,n_joint_states,n_schedules,logRecB_bits,memory_bits,cut_bits,physical_bound_bits,signature_classes,signature_bits,zero_error_code_size,zero_error_exact,zero_error_bits,shannon_capacity_bits,zero_error_over_volume,capacity_over_volume,capacity_per_boundary_symbol,nontrivial_sccs,interface,seed,extra_B,extra_A
2,3,4,1,3,zero,1,64,1024,12,0.0,6.0,6.0,0.0,1,0.0,1,True,0.0,0.0,,,0.0,2,"((0, 0),)",21165,2,3
2,3,4,1,1,zero,4,64,1024,12,2.0,6.0,2.0,2.0,3,1.584962500721156,1,True,0.0,0.666666666511446,0.0,0.333333333255723,0.333333333255723,2,"((0, 0),)",21166,2,3
2,3,4,1,2,zero,4,64,1024,12,2.0,6.0,4.0,2.0,4,2.0,1,True,0.0,0.1728614898341256,0.0,0.0864307449170628,0.0864307449170628,2,"((0, 0),)",21166,2,3
2,3,4,1,3,zero,4,64,1024,12,2.0,6.0,6.0,2.0,2,1.0,1,True,0.0,0.07766001122889009,0.0,0.038830005614445044,0.038830005614445044,2,"((0, 0),)",21166,2,3
2,3,4,1,1,zero,4,64,1024,12,2.0,6.0,2.0,2.0,3,1.584962500721156,1,True,0.0,0.7709584700964105,0.0,0.38547923504820525,0.38547923504820525,2,"((0, 0),)",21167,2,3
2,3,4,1,2,zero,4,64,1024,12,2.0,6.0,4.0,2.0,4,2.0,1,True,0.0,0.16960763021712827,0.0,0.08480381510856413,0.08480381510856413,2,"((0, 0),)",21167,2,3
2,3,4,1,3,zero,4,64,1024,12,2.0,6.0,6.0,2.0,2,1.0,1,True,0.0,0.12650524655132703,0.0,0.06325262327566351,0.06325262327566351,2,"((0, 0),)",21167,2,3
3,2,4,1,1,zero,19,16,1024,12,4.247927513443585,4.0,2.0,2.0,5,2.321928094887362,2,True,1.0,1.3686878643743834,0.23540891336663824,0.32220132289047837,0.6843439321871917,2,"((0, 0),)",27796,3,2
3,2,4,1,2,zero,19,16,1024,12,4.247927513443585,4.0,4.0,4.0,7,2.807354922057604,1,True,0.0,0.9333272057289106,0.0,0.21971354331616366,0.4666636028644553,2,"((0, 0),)",27796,3,2
3,2,4,1,3,zero,19,16,1024,12,4.247927513443585,4.0,6.0,4.0,6,2.584962500721156,1,True,0.0,0.8951445032642125,0.0,0.21072499481954743,0.44757225163210623,2,"((0, 0),)",27796,3,2
3,2,4,1,1,zero,28,16,1024,12,4.807354922057604,4.0,2.0,2.0,10,3.321928094887362,2,True,1.0,1.292481250360578,0.20801459767650948,0.26885496729818753,0.646240625180289,2,"((0, 0),)",27797,3,2
3,2,4,1,2,zero,28,16,1024,12,4.807354922057604,4.0,4.0,4.0,16,4.0,1,True,0.0,0.9115432693428134,0.0,0.18961430643707544,0.4557716346714067,2,"((0, 0),)",27797,3,2
